query,normalized_query,variants,clicks,demand,competitiveness,competitiveness_set,sources,source_sheets,bucket,page_slug,page_name,page_type,priority,signals,notes
ссилон кз личный,ссилон кз личный,ссилон кз личный,2,3,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
тенго да личный кабинет,тенго да личный кабинет,тенго да личный кабинет,2,3,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
юери беру,юери беру,юери беру,2,3,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
banymoney,banymoney,banymoney,2,3,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
cclon kz,cclon kz,cclon kz,2,3,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
tengo kz личный кабинет войти в личный кабинет,tengo kz личный кабинет войти в личный кабинет,tengo kz личный кабинет войти в личный кабинет,2,3,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
аденьги личныймкабинет,аденьги личныймкабинет,аденьги личныймкабинет,2,2,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
айм 0 процентов,айм 0 процентов,айм 0 процентов,2,2,LOW,LOW,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
акапуста,акапуста,акапуста,2,2,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
белка кредит белка,белка кредит белка,белка кредит белка,2,2,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
взять без,взять без,взять без,2,2,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
взять деньги быстро без отказа,взять деньги быстро без отказа,взять деньги быстро без отказа,2,2,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,"noRefusal;instant",Неочевидная релевантность к займам.
где дают с плохой ки финдозор,где дают с плохой ки финдозор,где дают с плохой ки финдозор,2,2,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,badCredit,Неочевидная релевантность к займам.
дазарплаты,дазарплаты,дазарплаты,2,2,AVERAGE,AVERAGE,"microcredit;zaim","microcredit:AdditionalQueries;zaim:AdditionalQueries",review-needed,,,,low,,Неочевидная релевантность к займам.
дввака,дввака,дввака,2,2,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
деньги маркет аксай зко,деньги маркет аксай зко,деньги маркет аксай зко,2,2,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
деньги на карту мгновенно без отказа с плохой,деньги на карту мгновенно без отказа с плохой,деньги на карту мгновенно без отказа с плохой,2,2,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,"onCard;noRefusal;instant",Неочевидная релевантность к займам.
дозарпоаиы,дозарпоаиы,дозарпоаиы,2,2,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
зайти в личный кабинет дополучкино,зайти в личный кабинет дополучкино,зайти в личный кабинет дополучкино,2,2,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кашхиро,кашхиро,кашхиро,2,2,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кредит снг узбекистан,кредит снг узбекистан,кредит снг узбекистан,2,2,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
май быстроденьги,май быстроденьги,май быстроденьги,2,2,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
манейман кз,манейман кз,манейман кз,2,2,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
мани грин личный кабинет,мани грин личный кабинет,мани грин личный кабинет,2,2,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
отличныеиналичные,отличныеиналичные,отличныеиналичные,2,2,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,cash,Неочевидная релевантность к займам.
платизе,платизе,платизе,2,2,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
сайт финтерс,сайт финтерс,сайт финтерс,2,2,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
сисилон личный кабинет,сисилон личный кабинет,сисилон личный кабинет,2,2,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
ска финанс,ска финанс,ска финанс,2,2,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
финн мол,финн мол,финн мол,2,2,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
фнтерс,фнтерс,фнтерс,2,2,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
фридом банк кредит наличными онлайн,фридом банк кредит наличными онлайн,фридом банк кредит наличными онлайн,2,2,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,"online;cash",Неочевидная релевантность к займам.
хава кз личный кабинет войти,хава кз личный кабинет войти,хава кз личный кабинет войти,2,2,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
экспресс хайм,экспресс хайм,экспресс хайм,2,2,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
яндекс кредит взять,яндекс кредит взять,яндекс кредит взять,2,2,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
mikrokredit bank kurs,mikrokredit bank kurs,mikrokredit bank kurs,2,2,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
mk bank internet bank,mk bank internet bank,mk bank internet bank,2,2,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
mkk dengi ok отписаться,mkk dengi ok отписаться,mkk dengi ok отписаться,2,2,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
my bistrodengi ru вход в личный,my bistrodengi ru вход в личный,my bistrodengi ru вход в личный,2,2,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
solva kz кредит,solva kz кредит,solva kz кредит,2,2,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
алтын коин личный кабинет на русском,алтын коин личный кабинет на русском,алтын коин личный кабинет на русском,2,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
взять деньги онлайн без отказа,взять деньги онлайн без отказа,взять деньги онлайн без отказа,2,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,"online;noRefusal",Неочевидная релевантность к займам.
взять кредит онлайн на карту без отказа 100000,взять кредит онлайн на карту без отказа 100000,взять кредит онлайн на карту без отказа 100000,2,1,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,"online;onCard;noRefusal;amount:1000",Неочевидная релевантность к займам.
войти быстроденьги,войти быстроденьги,войти быстроденьги,2,1,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
где можно получить деньги без отказа с плохой кредитной историей,где можно получить деньги без отказа с плохой кредитной историей,где можно получить деньги без отказа с плохой кредитной историей,2,1,HIGH,HIGH,"microcredit;microzaim","microcredit:AdditionalQueries;microzaim:AdditionalQueries",review-needed,,,,low,"noRefusal;badCredit",Неочевидная релевантность к займам.
деньги замер,деньги замер,деньги замер,2,1,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
деньги онлайн на карту без отказа срочно,деньги онлайн на карту без отказа срочно,деньги онлайн на карту без отказа срочно,2,1,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,"online;onCard;noRefusal;instant",Неочевидная релевантность к займам.
кредит на карту без отказа до 100000,кредит на карту без отказа до 100000,кредит на карту без отказа до 100000,2,1,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,"onCard;noRefusal;amount:1000",Неочевидная релевантность к займам.
лайк кредит личный,лайк кредит личный,лайк кредит личный,2,1,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
онлайн кредит в казахстане на карту без отказа без проверки,онлайн кредит в казахстане на карту без отказа без проверки,онлайн кредит в казахстане на карту без отказа без проверки,2,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,"online;onCard;noRefusal;noChecks",Неочевидная релевантность к займам.
онлайн кредит под 0 процентов,онлайн кредит под 0 процентов,онлайн кредит под 0 процентов,2,1,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,"online;noInterest",Неочевидная релевантность к займам.
самые быстрые деньги,самые быстрые деньги,самые быстрые деньги,2,1,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
chestnoe slovo,chestnoe slovo,chestnoe slovo,2,1,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
line zime,line zime,line zime,2,1,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
mikrokridit,mikrokridit,mikrokridit,2,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
nadodeneg личный кабинет войти,nadodeneg личный кабинет войти,nadodeneg личный кабинет войти,2,1,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
sma финанс,sma финанс,sma финанс,2,1,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
zaim srazu ru,zaim srazu ru,zaim srazu ru,2,1,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
vebzaim ru личный кабинет,vebzaim ru личный кабинет,vebzaim ru личный кабинет,1,13,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
вебзаци,вебзаци,вебзаци,1,4,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кредит на банковский счет,кредит на банковский счет,кредит на банковский счет,1,4,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,account,Неочевидная релевантность к займам.
limezaim ru,limezaim ru,limezaim ru,1,4,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
быстро ден,быстро ден,быстро ден,1,3,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
доброщацм,доброщацм,доброщацм,1,3,LOW,LOW,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
dа деньги,dа деньги,dа деньги,1,3,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
turbozain,turbozain,turbozain,1,3,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
в каком банке взять кредит 15000,в каком банке взять кредит 15000,в каком банке взять кредит 15000,1,2,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,amount:5000,Неочевидная релевантность к займам.
взять кредит онлайн 15000,взять кредит онлайн 15000,взять кредит онлайн 15000,1,2,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,"online;amount:5000",Неочевидная релевантность к займам.
где взять деньги без регистрации,где взять деньги без регистрации,где взять деньги без регистрации,1,2,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
деньги населению в петропавловске,деньги населению в петропавловске,деньги населению в петропавловске,1,2,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
екапуста вход личный вход,екапуста вход личный вход,екапуста вход личный вход,1,2,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
занять без процентов,занять без процентов,занять без процентов,1,2,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,noInterest,Неочевидная релевантность к займам.
как в яндексе взять кредит,как в яндексе взять кредит,как в яндексе взять кредит,1,2,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кжш тую,кжш тую,кжш тую,1,2,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
коке кщ,коке кщ,коке кщ,1,2,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кредит 365 вход в личный кабинет,кредит 365 вход в личный кабинет,кредит 365 вход в личный кабинет,1,2,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
креоит 365,креоит 365,креоит 365,1,2,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
мни мен,мни мен,мни мен,1,2,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
монеймон,монеймон,монеймон,1,2,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
облигации федерального значения,облигации федерального значения,облигации федерального значения,1,2,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
онличек мани,онличек мани,онличек мани,1,2,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
смсфин,смсфин,смсфин,1,2,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
список мко,список мко,список мко,1,2,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,rating,Неочевидная релевантность к займам.
срочнодеьги,срочнодеьги,срочнодеьги,1,2,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
тенге да кз личный кабинет вход,тенге да кз личный кабинет вход,тенге да кз личный кабинет вход,1,2,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
что такое пко рсв,что такое пко рсв,что такое пко рсв,1,2,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
bosstra zaim личный кабинет,bosstra zaim личный кабинет,bosstra zaim личный кабинет,1,2,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
ffin кредит,ffin кредит,ffin кредит,1,2,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
platza,platza,platza,1,2,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
solve кредит,solve кредит,solve кредит,1,2,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
zaim 18,zaim 18,zaim 18,1,2,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
495 кредит вход в личный,495 кредит вход в личный,495 кредит вход в личный,1,1,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
алтынкон,алтынкон,алтынкон,1,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
бысиро деньги,бысиро деньги,бысиро деньги,1,1,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
быстро деньги лич каб,быстро деньги лич каб,быстро деньги лич каб,1,1,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
быстрые деньги как взять,быстрые деньги как взять,быстрые деньги как взять,1,1,HIGH,HIGH,"microcredit;microzaim","microcredit:AdditionalQueries;microzaim:AdditionalQueries",review-needed,,,,low,instant,Неочевидная релевантность к займам.
взять 15 тысяч,взять 15 тысяч,взять 15 тысяч,1,1,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
взять кредит в фридом банк,взять кредит в фридом банк,взять кредит в фридом банк,1,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
взять кредит по паспортным данным в интернете,взять кредит по паспортным данным в интернете,взять кредит по паспортным данным в интернете,1,1,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,"noDocs;passport",Неочевидная релевантность к займам.
взять кредит с плохой кредитной историей без отказа на карту срочно,взять кредит с плохой кредитной историей без отказа на карту срочно,взять кредит с плохой кредитной историей без отказа на карту срочно,1,1,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,"onCard;noRefusal;badCredit;instant",Неочевидная релевантность к займам.
где взять кредит без отказа с плохой кредитной историей на карту и просрочками срочно онлайн,где взять кредит без отказа с плохой кредитной историей на карту и просрочками срочно онлайн,где взять кредит без отказа с плохой кредитной историей на карту и просрочками срочно онлайн,1,1,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,"online;onCard;noRefusal;badCredit;instant",Неочевидная релевантность к займам.
деньги в долг на карту без отказа онлайн,деньги в долг на карту без отказа онлайн,деньги в долг на карту без отказа онлайн,1,1,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,"online;onCard;noRefusal",Неочевидная релевантность к займам.
деньги сосзу,деньги сосзу,деньги сосзу,1,1,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
договор на долг денежных средств,договор на долг денежных средств,договор на долг денежных средств,1,1,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
зайэкспресс,зайэкспресс,зайэкспресс,1,1,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
занять 15000,занять 15000,занять 15000,1,1,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,amount:5000,Неочевидная релевантность к займам.
как взять кредит на человека по паспорту,как взять кредит на человека по паспорту,как взять кредит на человека по паспорту,1,1,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,"noDocs;passport",Неочевидная релевантность к займам.
капитална,капитална,капитална,1,1,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кмф онлайн заявка,кмф онлайн заявка,кмф онлайн заявка,1,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,online,Неочевидная релевантность к займам.
коке кз кредит,коке кз кредит,коке кз кредит,1,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
коке личный кабинет,коке личный кабинет,коке личный кабинет,1,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
колл центр деньги маркет,колл центр деньги маркет,колл центр деньги маркет,1,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кредит 500 тыс тенге,кредит 500 тыс тенге,кредит 500 тыс тенге,1,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кредит для граждан снг на карту,кредит для граждан снг на карту,кредит для граждан снг на карту,1,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,onCard,Неочевидная релевантность к займам.
кредит на карту по паспорту срочно,кредит на карту по паспорту срочно,кредит на карту по паспорту срочно,1,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,"onCard;instant;noDocs;passport",Неочевидная релевантность к займам.
кредит онлайн до 1000000,кредит онлайн до 1000000,кредит онлайн до 1000000,1,1,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,"online;amount:1000",Неочевидная релевантность к займам.
кредит тез,кредит тез,кредит тез,1,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
кредитпдюс,кредитпдюс,кредитпдюс,1,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
личный кабинет капитолина,личный кабинет капитолина,личный кабинет капитолина,1,1,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
личный кабинет экофинанс,личный кабинет экофинанс,личный кабинет экофинанс,1,1,AVERAGE,AVERAGE,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
лк умные наличные,лк умные наличные,лк умные наличные,1,1,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,cash,Неочевидная релевантность к займам.
микра кредит 365,микра кредит 365,микра кредит 365,1,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
микро зайс,микро зайс,микро зайс,1,1,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
монеймай,монеймай,монеймай,1,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
оне улик моней,оне улик моней,оне улик моней,1,1,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
онлайн деньги на карту сбербанка,онлайн деньги на карту сбербанка,онлайн деньги на карту сбербанка,1,1,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,"online;onCard",Неочевидная релевантность к займам.
ооо рсв пко,ооо рсв пко,ооо рсв пко,1,1,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
отзывы кредит бар,отзывы кредит бар,отзывы кредит бар,1,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,reviews,Неочевидная релевантность к займам.
оne kredit,оne kredit,оne kredit,1,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
первый без процентов,первый без процентов,первый без процентов,1,1,HIGH,HIGH,microzaim,microzaim:AdditionalQueries,review-needed,,,,low,"noInterest;firstFree",Неочевидная релевантность к займам.
пко псв,пко псв,пко псв,1,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
пко рсв номер телефона,пко рсв номер телефона,пко рсв номер телефона,1,1,HIGH,HIGH,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
плюс кредит кредит,плюс кредит кредит,плюс кредит кредит,1,1,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
приветсоскд,приветсоскд,приветсоскд,1,1,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
простой вопрос скачать,простой вопрос скачать,простой вопрос скачать,1,1,LOW,LOW,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
свои люди зай,свои люди зай,свои люди зай,1,1,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
скачать скб финанс личный кабинет,скачать скб финанс личный кабинет,скачать скб финанс личный кабинет,1,1,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
срочноденоги,срочноденоги,срочноденоги,1,1,HIGH,HIGH,zaim,zaim:AdditionalQueries,review-needed,,,,low,instant,Неочевидная релевантность к займам.
ссолан кз,ссолан кз,ссолан кз,1,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
тез болл,тез болл,тез болл,1,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
тенго кз личный кабинет войти в личный кабинет,тенго кз личный кабинет войти в личный кабинет,тенго кз личный кабинет войти в личный кабинет,1,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
турбомани kz личный кабинет вход,турбомани kz личный кабинет вход,турбомани kz личный кабинет вход,1,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
финмл,финмл,финмл,1,1,NO_DATA,NO_DATA,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
финмолбанк,финмолбанк,финмолбанк,1,1,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
фредом кредит онлайн,фредом кредит онлайн,фредом кредит онлайн,1,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,online,Неочевидная релевантность к займам.
фридом финанс кредит онлайн,фридом финанс кредит онлайн,фридом финанс кредит онлайн,1,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,online,Неочевидная релевантность к займам.
хуурма кредит,хуурма кредит,хуурма кредит,1,1,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
эайм,эайм,эайм,1,1,AVERAGE,AVERAGE,zaim,zaim:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
ccoclan кредит,ccoclan кредит,ccoclan кредит,1,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
ctedit 365,ctedit 365,ctedit 365,1,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
dengi market kz,dengi market kz,dengi market kz,1,1,LOW,LOW,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
dengimarket kz,dengimarket kz,dengimarket kz,1,1,AVERAGE,AVERAGE,microcredit,microcredit:AdditionalQueries,review-needed,,,,low,,Неочевидная релевантность к займам.
